# x_m,y_m,w_tr_right_m,w_tr_left_m
-134.086708,236.900730,7.230,7.230
-146.608562,202.479615,6.315,6.315
-155.495400,171.708080,6.183,6.183
-163.834961,140.351996,6.317,6.317
-174.056918,106.712993,6.163,6.163
-258.142791,-129.794655,6.569,6.569
-258.999048,-133.890833,7.299,7.299
-258.132980,-138.095261,7.492,7.492
-257.090933,-140.202390,7.209,7.209
-253.376058,-144.660430,6.008,6.008
-247.208606,-147.213238,5.912,5.912
-244.425329,-147.330582,5.855,5.855
-241.989162,-147.243055,6.042,6.042
-194.056821,-143.702830,5.903,5.903
-191.272854,-145.267355,5.870,5.870
-190.078628,-147.036078,5.823,5.823
-189.057755,-149.253690,5.647,5.647
-188.622968,-152.031250,5.898,5.898
-188.461381,-154.637179,5.576,5.576
-177.556981,-199.952756,6.297,6.297
-173.737990,-215.956374,6.326,6.326
-163.452954,-249.007912,6.420,6.420
-150.147432,-284.245743,6.942,6.942
-137.920928,-305.985595,6.630,6.630
-120.971999,-332.541948,6.395,6.395
-109.346979,-347.979003,6.323,6.323
-91.769747,-368.406032,6.365,6.365
-69.399681,-389.679986,6.324,6.324
24.585868,-468.095053,6.146,6.146
118.138506,-545.064025,6.346,6.346
155.703298,-576.791219,6.345,6.345
182.078287,-595.237516,6.264,6.264
252.562065,-641.040574,6.357,6.357
304.324199,-668.846216,6.092,6.092
485.327361,-758.955704,6.652,6.652
491.789287,-760.837892,6.695,6.695
496.037894,-760.093289,6.903,6.903
498.849215,-758.219612,6.647,6.647
500.642164,-756.463630,6.993,6.993
502.981308,-751.339279,6.800,6.800
510.111582,-716.751100,6.779,6.779
511.317353,-712.417836,6.536,6.536
515.469512,-705.240831,6.332,6.332
520.801947,-700.719806,6.117,6.117
523.724604,-699.038529,6.425,6.425
530.192554,-696.253977,6.259,6.259
536.842384,-695.090748,6.309,6.309
549.600790,-695.719124,6.328,6.328
554.936462,-695.198336,6.277,6.277
557.335377,-694.691336,6.417,6.417
561.656339,-692.692730,7.004,7.004
562.893828,-690.738925,7.002,7.002
564.348759,-687.748299,7.017,7.017
565.585815,-636.023844,7.030,7.030
566.219848,-601.739055,7.050,7.050
565.727081,-579.793593,7.087,7.087
565.554221,-574.580019,7.030,7.030
564.359022,-554.934114,6.252,6.252
563.428873,-548.361659,5.917,5.917
561.977281,-545.618877,5.885,5.885
560.596600,-543.751820,6.015,6.015
556.394133,-542.476318,5.861,5.861
479.498165,-554.470760,6.190,6.190
342.029772,-567.012532,6.781,6.781
295.447265,-574.286391,6.072,6.072
288.400937,-574.801247,6.067,6.067
279.180074,-573.898567,6.103,6.103
272.409614,-572.096651,6.128,6.128
265.785935,-569.432530,6.211,6.211
255.448340,-565.084179,6.137,6.137
161.754532,-501.959677,6.033,6.033
152.461966,-493.740183,5.977,5.977
146.946340,-487.648359,5.872,5.872
142.729819,-481.656543,5.863,5.863
139.149090,-470.095582,6.136,6.136
118.642517,-369.526227,5.794,5.794
119.799203,-364.898823,5.944,5.944
121.263268,-363.679073,5.428,5.428
124.017047,-362.089852,5.118,5.118
127.551162,-361.017350,5.118,5.118
130.830707,-359.735482,5.268,5.268
227.282158,-346.627332,5.061,5.061
231.340896,-345.924730,5.257,5.257
236.428999,-338.992869,5.366,5.366
238.031872,-333.514433,5.795,5.795
238.849312,-327.940449,6.173,6.173
240.361149,-234.000392,6.000,6.000
239.530023,-229.000116,5.729,5.729
235.881055,-220.287282,5.069,5.069
232.512798,-218.268000,5.377,5.377
229.334412,-217.423656,5.521,5.521
185.480462,-210.368691,5.066,5.066
178.509302,-209.999446,5.089,5.089
169.969911,-211.119939,4.995,4.995
153.429788,-213.609038,5.076,5.076
-39.238716,-239.233690,5.151,5.151
-45.722348,-238.345188,5.215,5.215
-54.059318,-234.957682,5.690,5.690
-60.480535,-230.699064,5.979,5.979
-66.404384,-225.054270,6.113,6.113
-71.667404,-219.921595,6.066,6.066
-117.612954,-133.546323,6.315,6.315
-141.274687,-91.456993,6.159,6.159
-145.313448,-81.762286,6.161,6.161
-148.205401,-73.650677,6.194,6.194
-150.186637,-61.680941,5.790,5.790
-150.833002,-51.119074,6.022,6.022
-151.347006,-43.757835,6.182,6.182
-148.433811,-35.556334,7.139,7.139
-145.611687,-31.503382,6.810,6.810
-140.286648,-27.594218,6.675,6.675
-132.813998,-23.826923,6.766,6.766
-123.731153,-21.657501,6.741,6.741
-16.189659,-7.798752,7.037,7.037
10.106493,-4.019992,6.700,6.700
119.900333,9.799445,6.602,6.602
388.416385,43.092886,6.508,6.508
393.963457,45.820136,6.614,6.614
398.986796,50.179543,6.614,6.614
403.227104,55.432722,6.678,6.678
406.943922,60.999849,6.659,6.659
409.024844,68.938923,6.618,6.618
410.256745,77.062238,6.807,6.807
410.126680,84.568749,6.858,6.858
409.053399,92.511237,6.931,6.931
380.798186,220.804914,6.779,6.779
371.813543,259.673659,6.228,6.228
370.052723,268.809228,6.319,6.319
367.465349,277.704556,5.909,5.909
364.272051,284.966711,6.045,6.045
360.264096,292.797193,6.385,6.385
354.649562,298.271064,6.521,6.521
347.695740,302.138740,6.597,6.597
340.182822,304.857562,6.529,6.529
271.264257,326.054164,6.187,6.187
256.011357,334.126949,5.939,5.939
237.464498,348.003323,6.340,6.340
221.915316,359.603977,6.338,6.338
210.065907,372.444427,6.452,6.452
198.476145,386.422171,6.470,6.470
192.493366,393.686118,6.063,6.063
184.767259,406.935538,6.218,6.218
178.638567,422.162963,6.178,6.178
175.202117,436.524277,6.416,6.416
174.467237,442.295806,6.846,6.846
173.881726,472.680521,7.220,7.220
176.217271,482.505630,7.395,7.395
184.001119,505.620011,7.561,7.561
193.819312,536.596035,6.751,6.751
197.437636,546.432202,6.816,6.816
201.512028,565.748428,6.919,6.919
205.716340,583.580687,6.447,6.447
208.699928,606.393682,6.366,6.366
210.216421,621.908627,6.290,6.290
211.060382,640.155591,6.290,6.290
211.057223,659.503781,6.238,6.238
210.018218,677.669478,6.185,6.185
202.298943,755.888509,6.278,6.278
192.740876,848.951406,6.407,6.407
192.423667,855.969125,6.441,6.441
191.804011,859.380879,6.430,6.430
189.326662,862.673648,6.496,6.496
180.747912,864.969117,6.539,6.539
156.346186,870.510117,6.472,6.472
152.049020,872.439489,6.458,6.458
147.672083,875.470182,6.401,6.401
144.556780,878.533296,6.334,6.334
140.777248,883.184522,6.362,6.362
138.867694,889.476607,6.862,6.862
139.761001,897.395988,6.707,6.707
174.740908,983.058724,6.509,6.509
176.584541,991.954216,6.199,6.199
176.922510,998.203979,6.170,6.170
176.540915,1000.768143,6.041,6.041
174.554738,1004.523107,6.763,6.763
169.190865,1008.200477,6.541,6.541
161.225766,1008.986158,6.623,6.623
154.152969,1008.728005,6.621,6.621
148.941612,1005.875115,6.671,6.671
143.470764,1002.913557,6.929,6.929
139.301548,998.147408,7.733,7.733
66.158314,793.867430,7.341,7.341
-38.288912,505.088266,7.281,7.281
-43.723355,489.788995,7.272,7.272
-52.603894,464.920503,6.712,6.712
-94.983266,346.907432,6.706,6.706
-122.132770,270.219771,7.142,7.142
